total_evidence_count,official_evidence_count,corroborated_evidence_count,self_declared_count,accepted_official_count,accepted_corroborated_count,disputed_count,rejected_count,biometric_match_present,government_record_present,verified_ngo_record_present,family_confirmation_present,verified_family_links_count,documents_verified_count,documents_rejected_count,external_confirmed_matches,weighted_evidence_sum,days_in_system,identity_score
4,1,1,2,1,1,0,0,0,1,0,1,2,2,1,1,3.9500000000000006,232,73.2
8,2,2,4,2,2,0,0,1,0,1,1,0,0,1,0,3.3,194,77.1
5,1,3,1,0,3,2,0,0,0,1,1,0,0,0,1,1.0999999999999996,105,17.7
4,1,1,2,0,1,2,0,0,1,0,0,1,1,0,1,1.4,87,23.9
4,1,1,2,1,1,0,0,1,0,0,0,1,0,0,1,2.2,104,58.8
3,2,1,0,2,1,0,0,0,1,1,1,2,0,0,0,3.25,2,58.5
6,1,1,4,1,0,0,1,0,0,1,1,1,2,0,0,3.099999999999999,16,46.8
5,1,2,2,1,2,0,0,1,0,0,1,1,1,0,1,3.25,53,71.4
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.10000000000000003,20,0.0
5,1,1,3,1,1,0,1,0,1,0,0,3,2,0,0,3.05,202,55.7
6,0,2,4,0,2,0,0,0,0,0,0,1,0,0,0,1.2000000000000002,335,37.0
4,0,1,3,0,1,0,1,0,0,0,1,1,1,0,0,1.7000000000000002,214,15.7
6,1,2,3,1,2,0,0,0,1,0,1,1,2,0,1,3.7500000000000004,64,76.8
4,0,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1.9,140,36.9
5,1,0,4,1,0,0,0,0,1,0,0,0,1,1,0,2.05,284,43.1
2,1,1,0,1,1,0,0,0,0,1,0,2,1,0,1,2.45,28,47.1
5,0,2,3,0,2,0,0,0,0,0,1,0,1,0,0,1.65,67,32.6
4,2,1,1,2,1,0,1,0,1,1,1,1,0,0,2,3.6,239,61.4
3,2,1,0,1,1,1,2,1,0,1,1,1,2,0,0,2.3499999999999996,311,35.1
5,0,2,3,0,1,0,0,0,0,0,1,2,1,0,1,2.9000000000000004,67,54.1
1,1,0,0,0,0,1,1,0,0,1,0,2,1,0,0,1.1,87,0.4
3,1,1,1,1,1,0,0,0,1,0,1,1,2,0,2,3.8000000000000003,323,70.4
3,0,1,2,0,1,2,0,0,0,0,1,1,0,0,1,0.8500000000000001,35,0.0
7,3,0,4,3,0,0,0,1,1,1,0,0,2,0,1,4.65,10,94.0
4,1,2,1,1,2,0,1,0,0,1,1,2,0,0,2,3.0999999999999996,77,52.8
3,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1.45,335,30.8
2,0,1,1,0,1,0,0,0,0,0,0,3,1,0,1,2.2000000000000006,205,39.1
5,2,3,0,2,3,0,1,0,1,1,1,0,0,0,0,2.1,233,49.4
4,2,0,2,2,0,0,1,1,1,0,0,1,0,0,1,2.75,36,53.9
3,1,1,1,1,1,0,0,0,1,0,1,0,2,0,1,2.95,31,56.8
5,1,2,2,1,2,0,0,0,0,1,1,3,0,1,0,3.15,53,61.2
7,0,3,4,0,2,0,0,0,0,0,1,3,0,0,0,2.7,181,53.5
2,1,1,0,1,0,0,0,1,0,0,1,1,2,1,0,2.75,156,59.6
8,2,2,4,1,2,1,0,0,1,1,0,0,0,0,0,1.9999999999999998,186,47.6
5,1,1,3,0,1,1,0,0,1,0,1,0,2,0,0,2.3499999999999996,111,34.3
4,1,1,2,1,1,0,0,0,0,1,1,2,0,1,1,3.1999999999999997,324,49.1
3,2,1,0,2,1,0,0,0,1,1,0,2,0,0,0,2.55,191,64.0
5,1,2,2,1,2,0,2,1,0,0,1,0,1,0,0,1.7,103,37.1
3,1,1,1,1,1,0,0,0,0,1,0,1,2,0,0,2.15,292,44.6
6,1,1,4,0,0,1,0,0,0,1,1,1,0,0,1,2.6500000000000004,75,33.6
7,3,0,4,3,0,0,1,1,1,1,0,0,1,1,0,3.5000000000000004,175,74.9
4,0,2,2,0,2,0,0,0,0,0,1,1,0,0,1,1.9500000000000002,135,36.3
2,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1.95,226,42.0
3,1,2,0,1,2,0,0,0,1,0,1,0,0,0,2,2.5,238,58.8
1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,1.25,328,27.2
6,1,2,3,1,2,0,0,0,0,1,1,2,1,0,1,3.75,44,68.1
3,2,0,1,2,0,0,0,1,0,1,0,1,0,0,1,2.85,188,59.3
1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1.15,67,23.9
4,1,1,2,1,1,0,0,1,0,0,0,0,1,1,1,2.15,202,56.3
4,2,1,1,2,0,0,0,1,1,0,1,0,1,1,0,3.1,64,75.6
2,0,1,1,0,1,0,0,0,0,0,1,0,2,0,1,2.05,202,30.3
6,0,2,4,0,2,0,0,0,0,0,1,0,0,0,1,1.95,344,36.3
8,3,1,4,3,1,0,0,1,1,1,0,0,1,0,0,3.8500000000000005,10,97.2
3,0,2,1,0,2,0,0,0,0,0,1,1,0,0,2,2.2,312,44.6
6,2,2,2,2,2,0,2,0,1,1,1,1,2,1,0,3.25,179,57.5
5,1,2,2,1,2,0,0,0,1,0,1,1,0,1,0,2.4,220,55.7
2,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1.05,281,13.8
3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0.7000000000000001,159,15.3
2,1,1,0,1,0,0,1,0,0,1,0,2,2,0,0,1.9999999999999996,152,39.2
5,1,2,2,1,2,0,0,0,0,1,0,1,1,0,0,2.0,54,51.0
2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,-0.15000000000000002,303,0.0
5,1,1,3,1,1,0,1,0,1,0,1,0,1,0,0,2.2,264,34.1
7,1,2,4,1,2,0,1,0,0,1,1,0,0,0,1,2.4499999999999997,227,41.0
4,2,1,1,2,0,0,0,0,1,1,1,0,0,0,0,2.6500000000000004,214,50.9
5,1,2,2,0,1,1,0,1,0,0,1,0,1,1,0,1.8499999999999999,150,40.9
3,1,2,0,1,2,0,1,0,1,0,1,0,0,0,0,1.25,96,27.4
7,1,3,3,0,3,2,0,0,0,1,1,2,0,0,0,1.8499999999999996,91,29.1
8,2,3,3,2,2,0,0,1,1,0,1,0,0,0,1,3.6,123,90.1
3,1,2,0,1,2,0,2,0,0,1,1,0,1,1,0,1.2,179,12.7
5,2,0,3,2,0,0,0,0,1,1,0,0,0,0,0,2.35,201,40.8
4,2,1,1,2,1,0,1,0,1,1,0,1,0,0,2,2.9,198,52.8
6,0,2,4,0,2,0,0,0,0,0,0,0,1,0,0,1.15,219,37.5
1,0,1,0,0,1,0,2,0,0,0,1,1,1,0,0,0.7500000000000002,18,0.0
5,0,3,2,0,3,0,0,0,0,0,1,2,1,0,1,2.7,61,57.4
5,1,0,4,1,0,0,0,0,0,1,0,0,2,0,2,3.25,362,56.8
6,2,1,3,1,1,1,0,1,1,0,0,0,0,0,0,1.9000000000000001,333,43.0
4,2,1,1,2,0,0,0,0,1,1,1,1,0,0,1,3.5000000000000004,357,67.8
0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0.45000000000000007,177,0.0
6,1,2,3,0,2,1,0,0,0,1,1,1,0,0,1,2.45,3,38.4
1,1,0,0,1,0,0,2,0,0,1,0,2,1,0,0,1.3,337,15.3
6,1,1,4,1,0,0,2,0,0,1,0,1,1,0,0,1.7000000000000004,240,22.6
3,1,0,2,1,0,0,0,1,0,0,0,2,0,0,0,2.15,292,50.4
2,2,0,0,1,0,1,2,1,0,1,0,0,2,0,1,1.7000000000000004,61,22.8
2,0,2,0,0,2,0,0,0,0,0,1,2,0,0,0,1.5,10,30.3
5,0,3,2,0,3,0,0,0,0,0,1,1,2,0,1,2.65,283,60.1
4,1,0,3,1,0,0,0,0,0,1,0,1,1,0,0,2.2,240,39.4
6,1,2,3,1,1,0,0,1,0,0,0,2,1,0,0,2.7,257,70.8
2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,1.1,352,36.3
6,2,2,2,2,2,0,0,0,1,1,1,1,0,0,0,3.25,362,72.9
2,1,1,0,1,1,0,1,0,1,0,1,0,1,0,1,2.0500000000000003,220,41.5
5,1,2,2,1,2,0,0,0,0,1,1,0,0,0,1,2.4,64,47.1
3,0,2,1,0,2,0,0,0,0,0,1,2,0,0,0,1.7,35,33.2
6,0,2,4,0,2,1,0,0,0,0,0,1,0,0,2,1.55,209,30.9
6,2,1,3,2,0,0,1,0,1,1,1,1,0,0,0,3.1,154,51.5
6,2,3,1,2,3,0,0,0,1,1,1,0,0,0,0,2.6500000000000004,170,63.8
6,2,2,2,2,2,0,0,0,1,1,1,1,0,0,0,3.25,134,64.7
6,1,3,2,1,3,0,0,0,1,0,1,2,1,0,1,3.6000000000000005,258,80.4
6,2,2,2,2,2,0,0,1,1,0,1,0,0,0,1,3.4,167,84.5
5,0,1,4,0,1,0,0,0,0,0,0,1,2,0,0,1.9000000000000001,121,37.8
5,2,0,3,2,0,0,0,0,1,1,0,1,1,1,0,3.1,53,59.4
1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.4500000000000002,163,17.6
4,1,1,2,1,1,0,0,0,0,1,0,0,0,0,0,1.25,328,31.9
6,1,1,4,1,1,0,1,0,0,1,1,0,1,0,0,2.35,322,32.9
3,1,1,1,1,1,0,0,0,1,0,0,0,2,0,1,2.2500000000000004,22,52.3
6,1,3,2,1,2,0,0,1,0,0,1,2,0,0,1,3.3000000000000003,294,76.6
6,1,2,3,1,1,0,1,0,0,1,1,1,0,0,0,2.1999999999999997,114,37.6
3,2,1,0,2,1,0,0,0,1,1,1,0,0,0,0,2.45,188,52.2
3,1,0,2,1,0,0,1,0,0,1,0,2,1,0,0,2.05,5,25.1
5,1,3,1,1,3,0,1,1,0,0,1,1,0,0,1,2.35,187,62.9
2,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1.45,17,21.1
5,0,2,3,0,2,1,0,0,0,0,1,2,1,0,1,2.3500000000000005,167,34.3
5,1,1,3,1,1,0,0,0,0,1,0,0,0,0,0,1.4500000000000002,44,27.4
6,2,3,1,2,3,0,1,1,0,1,1,2,1,0,2,4.4,342,95.6
2,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1.0,254,18.5
6,0,2,4,0,2,0,0,0,0,0,0,1,2,0,0,1.9000000000000001,302,43.5
5,0,2,3,0,2,0,1,0,0,0,1,0,0,0,0,0.9500000000000001,337,12.4
5,1,2,2,1,2,0,0,0,0,1,0,3,1,0,0,2.8000000000000003,153,62.3
4,0,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0.9500000000000001,323,1.2
6,2,1,3,2,1,0,1,0,1,1,0,0,1,0,0,2.35,4,46.5
7,1,2,4,1,2,0,0,0,0,1,1,0,0,0,0,2.3499999999999996,136,46.1
3,1,0,2,1,0,0,1,0,0,1,0,2,1,0,0,2.05,143,29.1
0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,2.0000000000000004,107,37.2
2,1,1,0,1,1,0,0,0,0,1,0,2,1,0,0,2.0,100,41.1
5,1,3,1,1,3,0,0,1,0,0,1,0,1,1,2,3.1,115,79.9
3,2,1,0,2,1,0,0,0,1,1,1,2,0,0,1,3.7,221,67.1
4,1,2,1,0,1,1,0,0,1,0,1,0,0,0,1,1.7000000000000004,137,33.1
5,1,0,4,1,0,0,1,0,1,0,0,0,2,0,1,2.5000000000000004,48,47.5
5,1,1,3,1,1,0,0,0,1,0,1,3,0,0,0,3.4000000000000004,145,64.8
4,1,2,1,1,2,0,0,0,0,1,1,3,1,0,2,4.2,266,76.3
5,1,2,2,1,2,0,1,0,1,0,1,2,0,0,0,2.45,93,41.3
4,0,1,3,0,0,0,0,0,0,0,1,0,1,0,0,1.65,336,22.4
9,2,3,4,1,3,1,1,1,1,0,1,0,0,0,1,2.9,28,65.8
3,1,2,0,0,1,2,0,0,1,0,1,0,1,0,1,1.3000000000000003,145,15.4
5,1,1,3,1,0,0,1,0,0,1,1,0,0,0,1,2.2499999999999996,340,25.9
4,2,1,1,2,1,0,0,0,1,1,1,1,1,0,0,3.4000000000000004,47,65.6
3,1,2,0,1,2,0,0,0,0,1,1,0,0,0,0,1.5499999999999998,227,35.6
5,3,0,2,2,0,1,0,1,1,1,0,0,1,0,0,2.9000000000000004,170,61.0
5,1,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1.55,130,46.4
5,0,1,4,0,1,0,1,0,0,0,0,0,2,1,0,1.15,228,21.8
6,2,1,3,2,1,0,0,0,1,1,1,2,1,0,1,4.65,32,86.1
1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1.3499999999999999,34,23.0
5,0,2,3,0,2,0,0,0,0,0,0,0,0,0,1,1.05,299,31.7
2,2,0,0,0,0,2,0,1,1,0,0,3,1,1,1,2.7500000000000004,254,49.8
5,0,1,4,0,1,0,0,0,0,0,0,2,0,0,1,2.05,135,35.7
4,1,1,2,1,1,0,0,0,1,0,0,3,1,0,0,2.85,32,62.3
4,0,0,4,0,0,0,0,0,0,0,0,1,0,0,2,2.1,121,36.3
3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,1,1.75,133,35.4
3,2,1,0,2,1,0,0,1,0,1,1,1,0,0,1,3.35,92,61.6
6,1,2,3,1,1,0,0,0,1,0,1,0,0,0,0,2.2,240,51.8
7,2,1,4,2,0,0,2,0,1,1,0,0,0,0,0,1.8499999999999999,280,36.0
4,1,0,3,1,0,0,0,0,0,1,0,0,0,0,2,2.35,189,41.7
2,0,0,2,0,0,0,1,0,0,0,0,3,1,0,0,1.6,335,17.1
6,1,1,4,1,0,0,0,0,0,1,1,0,0,0,0,2.3499999999999996,353,39.6
6,1,2,3,1,2,0,0,0,1,0,1,0,1,0,0,2.5500000000000003,177,53.4
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.65,237,15.4
5,3,1,1,2,1,1,0,1,1,1,0,1,0,0,0,2.75,364,73.9
6,2,0,4,2,0,0,1,1,0,1,0,3,1,1,0,3.8000000000000003,272,69.0
4,0,2,2,0,2,1,0,0,0,0,0,1,1,0,1,1.05,214,22.2
4,1,2,1,1,2,0,1,1,0,0,1,0,1,0,0,1.85,47,44.2
1,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,0.7999999999999999,126,14.1
6,1,1,4,0,1,1,1,0,1,0,1,0,1,0,0,1.85,209,12.5
5,0,2,3,0,2,0,0,0,0,0,1,0,2,0,1,2.45,1,44.8
2,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1.4500000000000002,114,41.9
1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1.7,73,36.3
6,2,2,2,2,2,0,0,0,1,1,1,0,0,0,0,2.85,222,58.6
6,2,1,3,2,1,0,0,1,0,1,1,0,0,0,0,3.1,217,62.6
6,1,1,4,1,1,0,0,0,0,1,0,2,2,0,1,3.5999999999999996,145,67.9
2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0.7,189,20.2
4,2,0,2,1,0,1,2,0,1,1,0,1,0,0,0,1.2999999999999998,90,0.0
6,1,2,3,1,1,0,0,0,1,0,1,2,0,0,0,3.0000000000000004,24,59.0
2,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0.7,212,17.8
6,0,3,3,0,2,0,0,0,0,0,1,1,0,0,0,1.7000000000000002,3,40.8
5,1,1,3,1,0,0,0,1,0,0,1,2,2,1,0,3.7500000000000004,102,72.7
4,3,1,0,3,1,0,1,1,1,1,0,1,1,0,0,3.1,29,82.8
5,2,2,1,2,2,0,1,1,1,0,1,1,1,0,0,3.15,337,74.1
7,2,1,4,2,1,0,1,0,1,1,0,1,1,1,0,2.9499999999999997,96,56.5
5,0,1,4,0,1,1,0,0,0,0,0,0,1,0,0,0.5999999999999999,282,13.4
6,2,1,3,1,1,1,2,1,1,0,0,2,0,0,1,2.45,1,52.9
6,0,2,4,0,1,0,0,0,0,0,1,1,0,0,1,2.35,112,42.7
5,1,2,2,1,1,0,0,0,0,1,0,0,1,0,1,2.05,18,52.1
6,2,2,2,1,1,1,0,0,1,1,1,0,1,0,0,2.6500000000000004,91,50.5
8,1,3,4,1,3,0,0,1,0,0,1,1,1,0,1,3.6500000000000004,215,83.6
2,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1.6,304,36.9
1,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0.19999999999999996,181,0.0
5,1,2,2,1,2,0,0,0,0,1,1,0,1,0,1,2.75,259,51.5
7,2,2,3,2,1,0,2,1,0,1,1,2,0,0,1,3.6499999999999995,102,66.0
4,1,3,0,1,3,0,0,1,0,0,1,0,2,0,0,2.3499999999999996,135,62.6
5,0,1,4,0,1,1,0,0,0,0,1,2,0,0,1,2.2,289,23.4
5,0,2,3,0,2,0,0,0,0,0,1,0,1,0,0,1.65,166,34.0
6,2,0,4,2,0,0,0,0,1,1,0,0,1,0,0,2.9000000000000004,237,58.3
4,0,2,2,0,1,0,0,0,0,0,1,0,1,0,1,1.9,311,32.1
3,1,2,0,1,2,0,1,0,0,1,1,2,1,0,0,2.3499999999999996,263,42.7
3,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,1.55,78,18.0
1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1.6,100,26.9
4,0,2,2,0,2,0,0,0,0,0,1,0,0,0,0,1.1,150,15.8
6,2,1,3,2,1,0,1,1,1,0,0,1,1,0,0,2.85,164,71.4
3,1,1,1,1,1,0,0,0,0,1,1,2,2,0,1,3.7,35,60.0
1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1.15,284,10.7
5,2,2,1,2,2,0,1,1,0,1,1,1,0,0,0,2.75,51,59.7
3,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0.9500000000000001,116,13.2
3,2,0,1,2,0,0,0,1,1,0,0,0,1,0,0,2.4000000000000004,154,61.5
3,1,2,0,1,2,0,2,0,1,0,1,0,0,0,1,1.3500000000000003,257,24.7
7,1,2,4,1,2,0,0,0,0,1,1,0,2,0,2,3.95,113,72.4
2,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0.4,50,21.1
1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-0.55,202,0.0
5,1,2,2,0,2,2,1,0,0,1,1,0,2,0,0,1.1999999999999997,53,0.0
4,2,0,2,1,0,1,1,1,0,1,0,0,0,0,2,2.1999999999999997,267,38.4
6,2,1,3,1,1,1,2,1,1,0,1,1,1,0,1,3.0999999999999996,250,52.3
4,1,1,2,1,1,0,0,0,1,0,1,2,1,0,1,3.6000000000000005,331,68.3
7,2,2,3,2,2,0,0,0,1,1,1,0,1,1,0,3.4000000000000004,27,73.8
5,1,0,4,0,0,2,0,0,1,0,0,2,0,0,0,1.4,56,11.8
5,0,1,4,0,1,0,0,0,0,0,0,1,1,1,1,2.0,275,38.0
9,2,3,4,2,3,0,0,0,1,1,1,2,0,0,1,4.5,230,96.4
5,2,1,2,2,0,0,0,0,1,1,0,0,0,0,0,2.15,324,48.3
6,1,1,4,1,0,0,0,0,1,0,0,0,1,1,0,2.05,177,54.4
4,2,2,0,1,2,1,0,0,1,1,1,3,0,0,0,3.1000000000000005,248,55.6
6,2,2,2,2,2,0,0,1,1,0,1,2,0,0,2,4.65,39,100.0
7,1,2,4,1,2,0,0,0,1,0,0,3,0,0,0,2.9000000000000004,349,66.6
5,1,1,3,1,1,0,0,1,0,0,0,1,1,0,0,2.3000000000000003,28,51.3
3,0,1,2,0,0,0,0,0,0,0,0,2,2,0,1,2.35,321,45.3
6,1,3,2,1,3,0,0,0,0,1,1,2,1,0,0,3.0999999999999996,324,68.5
8,1,3,4,1,2,0,0,0,0,1,1,3,1,0,0,3.9000000000000004,276,74.0
2,1,0,1,1,0,0,2,0,0,1,0,0,1,0,0,0.7,257,3.7
2,1,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0.6499999999999999,147,10.9
3,0,2,1,0,1,1,0,0,0,0,1,2,1,0,0,1.5000000000000002,124,25.1
2,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1.4999999999999998,117,39.7
3,1,2,0,1,2,0,0,0,1,0,1,0,0,0,1,2.0500000000000003,105,51.8
1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1.4500000000000002,165,26.2
6,1,2,3,1,2,0,0,0,0,1,1,0,0,0,0,2.15,346,40.3
4,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1.7500000000000002,16,38.1
5,2,0,3,2,0,0,0,0,1,1,0,1,0,0,1,3.2,171,62.4
9,3,2,4,3,2,0,0,1,1,1,0,2,1,1,0,4.65,128,100.0
2,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1.9,315,33.6
7,1,2,4,1,1,0,0,0,1,0,0,2,0,0,0,2.5,275,58.3
4,2,1,1,2,1,0,0,1,0,1,0,0,2,1,0,2.7,141,67.9
3,1,1,1,1,0,0,0,0,0,1,0,3,2,0,0,2.95,45,60.0
6,1,3,2,1,2,0,0,0,0,1,1,2,2,0,0,3.4499999999999997,119,69.5
5,1,1,3,1,1,0,0,0,0,1,1,2,0,0,0,2.9499999999999997,225,44.6
5,1,2,2,0,1,1,0,0,1,0,0,1,1,0,0,1.4999999999999998,332,38.1
4,1,2,1,0,2,1,1,0,0,1,0,3,1,0,0,1.7000000000000006,3,24.9
6,1,2,3,1,2,0,1,0,0,1,0,2,1,0,1,2.7,13,53.4
3,0,2,1,0,2,0,0,0,0,0,0,1,1,0,1,1.4,311,42.0
3,0,1,2,0,1,0,0,0,0,0,0,1,2,0,1,1.9500000000000002,189,38.6
5,1,2,2,1,2,0,0,0,1,0,1,2,0,1,0,2.8000000000000003,357,55.9
2,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1.2999999999999998,288,34.2
4,2,1,1,2,1,0,0,1,1,0,1,1,1,0,1,3.95,170,86.6
6,1,1,4,1,1,0,1,0,0,1,1,0,1,0,0,2.35,237,32.2
2,1,1,0,0,1,2,0,0,0,1,0,1,0,0,1,0.5999999999999999,255,1.4
5,2,1,2,2,1,0,0,1,0,1,1,0,2,0,2,4.500000000000001,189,89.7
3,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1.4499999999999997,361,24.3
6,1,1,4,0,1,1,1,0,0,1,1,0,0,0,0,1.4499999999999997,103,4.0
4,1,1,2,1,1,0,0,1,0,0,1,1,1,0,0,2.8,137,57.9
8,2,3,3,2,3,0,0,1,0,1,1,0,1,0,0,3.45,180,89.2
6,2,0,4,2,0,0,0,1,0,1,0,0,0,1,0,2.5999999999999996,225,54.5
4,1,1,2,1,0,0,0,0,0,1,0,2,1,0,0,2.4,219,47.2
5,3,1,1,3,1,0,1,1,1,1,0,1,1,1,1,3.7500000000000004,282,86.9
5,1,2,2,1,2,0,0,1,0,0,1,1,2,0,0,3.15,349,73.0
4,2,2,0,2,2,0,0,0,1,1,1,1,2,0,0,3.55,128,76.6
8,2,3,3,1,2,1,0,0,1,1,1,1,1,0,1,3.7,31,73.7
2,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1.7999999999999998,223,39.7
2,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1.3,32,15.4
1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,28,6.2
4,1,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1.7499999999999998,193,35.4
5,2,1,2,2,0,0,0,1,0,1,1,0,1,0,0,3.25,247,70.9
3,0,1,2,0,1,0,0,0,0,0,1,2,1,0,1,2.7,310,46.1
2,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1.3000000000000003,59,17.7
4,0,1,3,0,0,0,0,0,0,0,0,2,0,1,1,1.85,96,32.9
6,2,0,4,2,0,0,0,1,1,0,0,1,1,0,0,3.4000000000000004,200,79.5
4,1,1,2,1,1,0,1,1,0,0,0,0,1,0,0,1.3499999999999996,106,34.0
4,2,0,2,2,0,0,0,1,1,0,0,0,0,0,0,2.25,117,57.4
5,1,1,3,1,1,0,0,1,0,0,1,0,1,1,0,2.6,4,54.2
6,3,2,1,3,2,0,0,1,1,1,1,0,1,0,1,4.4,259,100.0
5,2,1,2,2,1,0,0,1,1,0,0,0,0,0,0,2.25,136,70.7
8,1,3,4,1,2,0,0,0,0,1,1,2,0,0,2,4.05,174,77.2
5,1,1,3,0,0,1,0,1,0,0,1,0,1,0,0,2.05,112,35.0
3,1,1,1,1,1,0,0,0,0,1,1,0,2,0,0,2.45,358,40.9
7,3,2,2,3,2,0,0,1,1,1,1,2,0,0,0,4.6000000000000005,221,100.0
6,1,2,3,1,2,0,1,0,0,1,1,1,0,0,2,3.0999999999999996,267,57.2
2,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1.9,318,34.1
7,2,2,3,2,2,0,0,1,0,1,1,0,1,0,0,3.45,8,75.0
4,1,1,2,1,0,0,1,0,0,1,1,0,1,0,0,1.9499999999999997,293,25.8
4,1,0,3,0,0,1,0,0,0,1,0,0,1,1,2,2.1500000000000004,285,22.5
3,1,2,0,1,2,0,0,0,0,1,1,0,0,0,1,1.9999999999999998,83,45.4
7,2,2,3,2,2,0,0,1,1,0,1,2,0,0,1,4.4,58,100.0
7,1,2,4,1,2,0,0,0,0,1,0,1,1,0,0,2.4000000000000004,9,56.2
4,1,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0.55,239,7.9
3,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1.3,172,25.4
9,3,2,4,3,2,0,0,1,1,1,0,1,1,0,1,4.7,327,100.0
5,2,1,2,0,0,2,0,1,1,0,0,0,1,1,1,1.9500000000000002,106,46.6
1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1.25,190,20.9
3,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,1.6500000000000001,74,36.6
4,2,1,1,2,1,0,0,1,1,0,0,0,2,0,1,3.2,160,83.6
2,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0,2.0,342,38.2
2,0,2,0,0,2,0,1,0,0,0,0,2,1,0,0,0.7999999999999999,127,23.4
4,1,2,1,1,2,0,0,0,1,0,1,1,0,0,0,2.2,29,59.7
3,2,1,0,2,1,0,0,0,1,1,1,2,0,0,0,3.25,15,58.4
4,1,0,3,1,0,0,1,1,0,0,0,2,1,0,0,2.35,315,46.3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,224,0.0
6,0,2,4,0,2,0,0,0,0,0,0,3,0,0,0,2.0,49,43.0
3,1,2,0,1,2,0,1,1,0,0,1,0,1,0,2,2.55,124,55.9
4,2,2,0,2,1,0,0,1,0,1,0,0,1,0,0,2.15,191,60.9
8,2,3,3,2,3,0,0,0,1,1,1,0,0,0,1,3.5000000000000004,244,81.9
4,2,0,2,2,0,0,0,1,0,1,0,0,2,0,0,2.9,229,60.1
6,2,0,4,1,0,1,0,1,0,1,0,2,1,0,0,3.2,358,55.3
4,1,0,3,1,0,0,0,1,0,0,0,0,0,0,1,2.0,56,39.7
1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0.1499999999999999,159,7.0
7,2,1,4,2,1,0,0,1,1,0,0,0,0,0,2,3.55,343,88.5
1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-0.35000000000000003,169,0.0
3,1,2,0,0,2,2,0,0,0,1,1,0,2,0,1,1.6,332,18.0
3,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,2.5,78,39.6
6,0,2,4,0,1,0,0,0,0,0,0,1,0,0,0,1.2000000000000002,308,33.6
2,1,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0.3500000000000001,1,0.0
1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0.1499999999999999,249,0.0
